rating_loop.thisRepN,rating_loop.thisTrialN,rating_loop.thisN,rating_loop.thisIndex,thisRow.t,notes,WelcomeScreen.started,WelcomeScreen.stopped,trial.started,trial.stopped,sliderRating.response,slider_stop.response,temperature_PT,sliderRating.markerPos,GoodbyScreen.started,text.started,GoodbyScreen.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
36,0,36,0,2024-09-18_16:57:23.026846,,,,74.99196740007028,76.93165310006589,None,None,34.2,None,,,,97,003,2024-09-18_16h55.12.462,Waermeplatte_v76,2024.1.5,60,2024-09-18 16h56.08.135435 +0200,
37,0,37,0,2024-09-18_16:57:25.026496,,,,76.99431520001963,78.93090619985014,None,None,34.2,None,,,,97,003,2024-09-18_16h55.12.462,Waermeplatte_v76,2024.1.5,60,2024-09-18 16h56.08.135435 +0200,
38,0,38,0,2024-09-18_16:57:27.035994,,,,78.99527239985764,80.93107379972935,None,None,34.2,None,,,,97,003,2024-09-18_16h55.12.462,Waermeplatte_v76,2024.1.5,60,2024-09-18 16h56.08.135435 +0200,
39,0,39,0,2024-09-18_16:57:29.029466,,,,80.99467709986493,82.9312467998825,None,None,34.2,None,,,,97,003,2024-09-18_16h55.12.462,Waermeplatte_v76,2024.1.5,60,2024-09-18 16h56.08.135435 +0200,
40,0,40,0,2024-09-18_16:57:31.029632,,,,82.99468969972804,84.92927519977093,None,None,34.2,None,,,,97,003,2024-09-18_16h55.12.462,Waermeplatte_v76,2024.1.5,60,2024-09-18 16h56.08.135435 +0200,
41,0,41,0,2024-09-18_16:57:33.034777,,,,84.99335879972205,86.93043950013816,None,None,34.2,None,,,,97,003,2024-09-18_16h55.12.462,Waermeplatte_v76,2024.1.5,60,2024-09-18 16h56.08.135435 +0200,
42,0,42,0,2024-09-18_16:57:35.036785,,,,86.99445059988648,88.93039589980617,None,None,34.2,None,,,,97,003,2024-09-18_16h55.12.462,Waermeplatte_v76,2024.1.5,60,2024-09-18 16h56.08.135435 +0200,
43,0,43,0,2024-09-18_16:57:37.038767,,,,88.9955573999323,90.92894939985126,None,None,34.2,None,,,,97,003,2024-09-18_16h55.12.462,Waermeplatte_v76,2024.1.5,60,2024-09-18 16h56.08.135435 +0200,
44,0,44,0,2024-09-18_16:57:39.026920,,,,90.99199659982696,92.92934820009395,None,None,34.300000000000004,None,,,,97,003,2024-09-18_16h55.12.462,Waermeplatte_v76,2024.1.5,60,2024-09-18 16h56.08.135435 +0200,
45,0,45,0,2024-09-18_16:57:41.035082,,,,92.99374629976228,94.93015500018373,None,None,34.300000000000004,None,,,,97,003,2024-09-18_16h55.12.462,Waermeplatte_v76,2024.1.5,60,2024-09-18 16h56.08.135435 +0200,
46,0,46,0,2024-09-18_16:57:43.032589,,,,94.99420339986682,96.93031219998375,None,None,34.300000000000004,None,,,,97,003,2024-09-18_16h55.12.462,Waermeplatte_v76,2024.1.5,60,2024-09-18 16h56.08.135435 +0200,
47,0,47,0,2024-09-18_16:57:45.029487,,,,96.99435340007767,98.92832570010796,None,None,34.300000000000004,None,,,,97,003,2024-09-18_16h55.12.462,Waermeplatte_v76,2024.1.5,60,2024-09-18 16h56.08.135435 +0200,
48,0,48,0,2024-09-18_16:57:47.026631,,,,98.99189780000597,100.93055750010535,None,None,34.300000000000004,None,,,,97,003,2024-09-18_16h55.12.462,Waermeplatte_v76,2024.1.5,60,2024-09-18 16h56.08.135435 +0200,
49,0,49,0,2024-09-18_16:57:49.029223,,,,100.99429729999974,102.92817820003256,None,None,34.4,None,,,,97,003,2024-09-18_16h55.12.462,Waermeplatte_v76,2024.1.5,60,2024-09-18 16h56.08.135435 +0200,
50,0,50,0,2024-09-18_16:57:51.027332,,,,102.99115839973092,104.92932369979098,None,None,34.4,None,,,,97,003,2024-09-18_16h55.12.462,Waermeplatte_v76,2024.1.5,60,2024-09-18 16h56.08.135435 +0200,
51,0,51,0,2024-09-18_16:57:53.027470,,,,104.99306390015408,106.92763789976016,None,None,34.5,None,,,,97,003,2024-09-18_16h55.12.462,Waermeplatte_v76,2024.1.5,60,2024-09-18 16h56.08.135435 +0200,
52,0,52,0,2024-09-18_16:57:55.029543,,,,106.99117279984057,108.93078120006248,None,None,34.5,None,,,,97,003,2024-09-18_16h55.12.462,Waermeplatte_v76,2024.1.5,60,2024-09-18 16h56.08.135435 +0200,
53,0,53,0,2024-09-18_16:57:57.038785,,,,108.99494760017842,110.92861249996349,None,None,34.5,None,,,,97,003,2024-09-18_16h55.12.462,Waermeplatte_v76,2024.1.5,60,2024-09-18 16h56.08.135435 +0200,
54,0,54,0,2024-09-18_16:57:59.030021,,,,110.9915676000528,112.92780849989504,None,None,34.5,None,,,,97,003,2024-09-18_16h55.12.462,Waermeplatte_v76,2024.1.5,60,2024-09-18 16h56.08.135435 +0200,
55,0,55,0,2024-09-18_16:58:01.029737,,,,112.9913829001598,114.92624709988013,None,None,34.6,None,,,,97,003,2024-09-18_16h55.12.462,Waermeplatte_v76,2024.1.5,60,2024-09-18 16h56.08.135435 +0200,
56,0,56,0,2024-09-18_16:58:03.027831,,,,114.98929800000042,116.92751789977774,None,None,34.6,None,,,,97,003,2024-09-18_16h55.12.462,Waermeplatte_v76,2024.1.5,60,2024-09-18 16h56.08.135435 +0200,
57,0,57,0,2024-09-18_16:58:05.027666,,,,116.99173180013895,118.92813079990447,None,None,34.6,None,,,,97,003,2024-09-18_16h55.12.462,Waermeplatte_v76,2024.1.5,60,2024-09-18 16h56.08.135435 +0200,
58,0,58,0,2024-09-18_16:58:07.034355,,,,118.9921059999615,120.92821339983493,None,None,34.6,None,,,,97,003,2024-09-18_16h55.12.462,Waermeplatte_v76,2024.1.5,60,2024-09-18 16h56.08.135435 +0200,
59,0,59,0,2024-09-18_16:58:09.026021,,,,120.99175040004775,122.92662509996444,None,None,34.7,57.0,,,,97,003,2024-09-18_16h55.12.462,Waermeplatte_v76,2024.1.5,60,2024-09-18 16h56.08.135435 +0200,
60,0,60,0,2024-09-18_16:58:11.031936,,,,122.98995850002393,124.92424760013819,2.0,None,34.7,2.0,,,,97,003,2024-09-18_16h55.12.462,Waermeplatte_v76,2024.1.5,60,2024-09-18 16h56.08.135435 +0200,
